workerid,condition,browser,gender,age,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,leftWheelFirst.1,leftWheelFirst.2,leftWheelFirst.3,leftWheelFirst.4,leftWheelFirst.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
53,1,Chrome,F,25,6,8,4,2,7,31,22,32,21,11,21,11,36,41,43,55,50,20,0,25,70,75,60,40,45,85,90,90,95,80,0.26,0.32,0.34,0.27,0.31,0.53,0.5,0.22,0.4,0.32,0.21,0.18,0.44,0.33,0.37,1,2,2,2,1,55,75,60,40,25,0.26,0.5,0.22,0.4,0.31,46,50,23,31,19,25,20,30,45,10,45,45,50,60,50,80,70,90,90,75,0.3,0.41,0.39,0.54,0.55,0.3,0.35,0.25,0.3,0.28,0.4,0.24,0.36,0.16,0.17,3,2,3,1,1,80,45,90,45,10,0.4,0.35,0.36,0.54,0.55,0.56,0.258,0.61,0.425,0.266,0.739,0.076,0.639,0.461,0.976,55,75,60,40,25,80,45,90,45,10,0,0,0,1,0,49044,45637,38595,50732,49385,9,9,9,6,3,1,1,1,2,5,5,5,6,5,2,1,1,1,7,7,4,4,7,4,1,1,1,1,2,6,9,8,9,5,3,1,1,1,3,5,6,4,7,2,2,1,1,1,6,7,8,5,9,4,2,1,1,1,6,6,9,8,9,5,3,1,1,1,3,6,7,6,7,3,1,1,1,1,5,5,5,3,8,2,1,1,1,1,4,6
54,1,Chrome,F,46,7,6,1,10,3,11,31,12,33,23,43,21,4,9,8,25,55,20,15,15,45,70,45,70,70,80,85,70,80,80,0.31,0.26,0.41,0.45,0.49,0.32,0.53,0.35,0.29,0.27,0.37,0.21,0.24,0.26,0.24,1,1,2,3,2,25,55,45,80,70,0.31,0.26,0.35,0.26,0.27,19,46,11,18,3,10,25,10,25,0,50,45,35,60,30,75,80,75,100,60,0.55,0.3,0.5,0.43,0.41,0.28,0.3,0.31,0.35,0.37,0.17,0.4,0.19,0.22,0.22,1,3,1,3,3,10,80,10,100,60,0.55,0.4,0.5,0.22,0.22,0.541,0.129,0.448,0.785,0.488,0.239,0.703,0.771,0.992,0.004,25,55,45,80,70,10,80,10,100,60,0,0,0,1,1,69766,56425,50033,51197,45530,4,5,6,9,8,6,4,5,1,2,4,5,6,9,8,6,4,5,1,2,4,5,6,9,8,6,4,5,1,2,4,9,3,9,9,6,1,6,1,1,4,9,3,9,9,6,1,6,1,1,4,9,3,9,9,6,1,6,1,1,4,8,7,9,9,6,2,4,1,1,4,8,7,9,9,6,2,4,1,1,3,8,7,9,9,6,2,4,1,1
55,1,Chrome,F,54,5,6,9,10,4,13,31,22,33,32,37,21,26,9,36,30,25,15,25,20,50,45,50,60,60,95,80,75,100,90,0.3,0.3,0.24,0.43,0.34,0.3,0.3,0.4,0.35,0.22,0.4,0.4,0.36,0.22,0.44,3,3,2,3,2,95,80,50,100,60,0.4,0.4,0.4,0.22,0.22,15,46,29,18,23,20,55,40,15,30,50,70,65,70,50,90,85,100,80,90,0.28,0.26,0.38,0.45,0.39,0.19,0.53,0.34,0.29,0.25,0.53,0.21,0.28,0.26,0.36,1,1,2,3,3,20,55,65,80,90,0.28,0.26,0.34,0.26,0.36,0.587,0.706,0.927,0.144,0.772,0.409,0.068,0.198,0.999,0.451,95,80,50,100,60,20,55,65,15,90,0,1,1,0,0,73838,59798,54740,70584,140989,9,9,6,9,6,1,1,4,1,4,9,9,6,9,8,1,1,3,1,6,9,9,6,9,4,1,1,3,1,4,6,8,6,3,9,2,2,4,7,1,7,8,6,3,9,5,2,4,8,1,1,8,6,3,9,2,1,3,7,1,8,8,6,7,7,1,1,4,2,6,8,8,6,8,7,2,2,4,2,6,8,8,6,7,5,2,1,4,2,6
56,1,Chrome,F,57,10,7,1,5,2,33,11,12,13,21,9,43,4,37,41,25,25,10,20,0,60,45,35,50,40,100,80,75,90,95,0.43,0.31,0.5,0.28,0.27,0.35,0.32,0.31,0.19,0.4,0.22,0.37,0.19,0.53,0.33,3,1,1,1,2,100,25,10,20,40,0.22,0.31,0.5,0.28,0.4,18,19,11,15,31,15,10,20,30,45,70,50,45,50,60,80,75,70,95,90,0.45,0.55,0.41,0.3,0.54,0.29,0.28,0.35,0.3,0.3,0.26,0.17,0.24,0.4,0.16,3,1,2,3,1,80,10,45,95,45,0.26,0.55,0.35,0.4,0.54,0.673,0.904,0.905,0.137,0.601,0.722,0.88,0.789,0.225,0.192,100,25,10,10,40,80,10,45,95,45,0,0,1,1,1,65167,72375,63425,53872,74712,8,5,2,3,6,2,4,8,6,2,8,5,2,3,6,2,7,8,7,2,8,3,2,2,9,2,6,7,7,2,7,3,6,8,5,3,7,5,2,3,7,3,6,8,6,3,9,5,2,7,7,1,7,8,2,3,9,6,2,7,9,6,5,7,5,1,4,5,3,5,9,6,5,7,5,1,4,5,3,5,9,4,5,7,5,1,6,5,3,5
57,1,Chrome,M,43,8,3,9,2,7,22,23,22,21,11,11,8,26,41,43,50,0,15,0,25,75,30,50,40,45,90,60,75,95,80,0.32,0.41,0.24,0.27,0.31,0.5,0.37,0.4,0.4,0.32,0.18,0.22,0.36,0.33,0.37,2,3,2,2,1,75,60,50,40,25,0.5,0.22,0.4,0.4,0.31,50,3,29,31,19,20,15,40,45,10,45,70,65,60,50,70,80,100,90,75,0.41,0.49,0.38,0.54,0.55,0.35,0.27,0.34,0.3,0.28,0.24,0.24,0.28,0.16,0.17,2,2,2,1,1,45,70,65,45,10,0.35,0.27,0.34,0.54,0.55,0.116,0.953,0.272,0.175,0.306,0.091,0.029,0.588,0.812,0.716,75,,50,40,25,45,70,65,45,10,0,0,1,1,0,55197,47635,65718,51214,50924,9,9,6,6,2,1,1,2,3,5,9,9,6,5,2,1,1,3,3,6,9,9,6,5,2,1,1,3,3,6,7,9,5,3,2,1,1,2,5,5,7,9,5,3,2,3,1,4,7,8,7,9,5,1,1,2,1,3,6,7,8,9,6,5,3,2,1,3,3,6,8,9,6,4,1,2,1,3,5,6,8,9,6,2,1,2,1,4,4,6
58,1,Firefox,F,32,7,9,8,1,6,11,22,22,12,31,43,26,11,4,21,10,40,50,10,25,50,65,75,35,45,75,100,90,75,80,0.55,0.38,0.32,0.5,0.3,0.28,0.34,0.5,0.31,0.3,0.17,0.28,0.18,0.19,0.4,1,2,2,1,3,10,65,75,10,80,0.55,0.34,0.5,0.5,0.4,19,29,50,11,46,25,15,20,20,55,45,50,45,45,70,80,75,70,70,85,0.31,0.24,0.41,0.41,0.26,0.32,0.4,0.35,0.35,0.53,0.37,0.36,0.24,0.24,0.21,1,2,2,2,1,25,50,45,45,55,0.31,0.4,0.35,0.35,0.26,0.629,0.386,0.467,0.966,0.273,0.626,0.718,0.585,0.199,0.274,10,65,75,10,80,25,50,45,45,55,1,0,0,1,1,85429,62899,34241,51431,78503,4,7,7,3,9,1,1,1,1,1,4,7,7,3,9,4,3,3,5,1,1,1,1,1,5,1,1,1,1,1,3,7,5,5,3,1,1,1,1,1,3,7,5,5,3,5,3,3,3,6,1,1,1,1,1,1,1,1,1,1,4,7,6,4,7,1,1,1,1,1,4,7,6,4,7,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1
59,1,Firefox,F,57,5,10,8,9,3,13,33,22,22,23,37,9,11,26,8,30,25,50,15,15,50,60,75,50,70,95,100,90,75,80,0.3,0.43,0.32,0.24,0.49,0.3,0.35,0.5,0.4,0.27,0.4,0.22,0.18,0.36,0.24,3,3,2,2,2,95,100,75,50,70,0.4,0.22,0.5,0.4,0.27,15,18,50,29,3,20,15,20,40,0,50,70,45,65,30,90,80,70,100,60,0.28,0.45,0.41,0.38,0.41,0.19,0.29,0.35,0.34,0.37,0.53,0.26,0.24,0.28,0.22,1,3,2,2,3,20,80,45,65,60,0.28,0.26,0.35,0.34,0.22,0.397,0.66,0.821,0.926,0.463,0.414,0.039,0.436,0.772,0.348,95,100,75,50,70,20,80,45,65,60,0,0,0,1,1,80975,63090,54069,61485,45867,8,8,8,7,8,1,1,1,1,1,8,8,8,7,8,1,1,1,1,1,8,8,7,7,7,1,1,1,1,1,5,8,7,8,7,2,1,1,1,1,7,8,7,8,7,2,1,1,1,1,6,8,7,8,7,2,1,1,1,1,8,8,8,8,8,1,1,1,1,1,8,8,8,7,8,1,1,1,1,1,8,8,8,7,7,1,1,1,1,1
60,1,Firefox,F,39,6,9,2,3,1,31,22,21,23,12,21,26,41,8,4,55,40,45,15,20,70,65,60,70,45,85,100,90,80,70,0.26,0.38,0.54,0.49,0.41,0.53,0.34,0.3,0.27,0.35,0.21,0.28,0.16,0.24,0.24,1,2,1,2,2,55,65,45,70,45,0.26,0.34,0.54,0.27,0.35,46,29,31,3,11,25,15,0,0,10,45,50,40,30,35,80,75,95,60,75,0.3,0.24,0.27,0.41,0.5,0.3,0.4,0.4,0.37,0.31,0.4,0.36,0.33,0.22,0.19,3,2,2,3,1,80,50,40,60,10,0.4,0.4,0.4,0.22,0.5,0.022,0.326,0.416,0.924,0.998,0.885,0.006,0.835,0.763,0.365,55,65,45,70,45,80,50,40,60,10,0,0,0,1,0,109211,92882,133083,130078,179450,3,6,3,7,4,4,3,4,2,4,3,4,2,6,5,8,7,8,3,8,1,4,1,2,1,7,7,8,3,7,8,6,4,8,1,1,3,3,1,5,8,4,4,8,1,1,7,5,1,9,6,5,4,6,1,1,7,5,1,9,7,6,4,8,3,2,3,3,2,4,7,4,3,7,3,3,7,7,2,8,4,4,5,3,1,3,7,7,2,8
61,1,Safari,M,60,10,8,5,2,7,33,22,13,21,11,9,11,37,41,43,15,50,30,0,25,70,75,50,40,45,80,90,95,95,80,0.45,0.32,0.3,0.27,0.31,0.29,0.5,0.3,0.4,0.32,0.26,0.18,0.4,0.33,0.37,3,2,3,2,1,80,75,95,40,25,0.26,0.5,0.4,0.4,0.31,18,50,15,31,19,25,20,20,45,10,60,45,50,60,50,100,70,90,90,75,0.43,0.41,0.28,0.54,0.55,0.35,0.35,0.19,0.3,0.28,0.22,0.24,0.53,0.16,0.17,3,2,1,1,1,100,45,20,45,10,0.22,0.35,0.28,0.54,0.55,0.91,0.463,0.051,0.287,0.736,0.811,0.476,0.317,0.57,0.333,$80 ,75,95,40,25,100,45,20,45,10,1,0,0,1,0,53248,51098,58996,49619,57526,8,6,8,5,3,1,2,1,6,6,6,5,6,2,2,1,4,2,6,7,7,6,7,3,1,1,3,1,5,6,9,6,4,3,2,1,2,5,7,8,8,4,2,2,1,1,5,7,6,7,7,4,2,3,1,1,5,4,6,5,9,7,5,4,3,1,3,4,7,8,8,6,4,3,1,1,4,4,8,9,6,5,5,3,2,1,4,3,6,6
62,1,Chrome,M,24,9,7,6,1,3,22,11,31,12,23,26,43,21,4,8,40,10,55,20,0,65,50,70,45,30,100,75,85,70,60,0.38,0.55,0.26,0.41,0.41,0.34,0.28,0.53,0.35,0.37,0.28,0.17,0.21,0.24,0.22,2,1,1,2,3,65,10,55,45,60,0.34,0.55,0.26,0.35,0.22,29,19,46,11,3,15,25,25,10,15,50,45,45,35,70,75,80,80,75,80,0.24,0.31,0.3,0.5,0.49,0.4,0.32,0.3,0.31,0.27,0.36,0.37,0.4,0.19,0.24,2,1,3,1,2,50,25,80,10,70,0.4,0.31,0.4,0.5,0.27,0.272,0.339,0.766,0.303,0.324,0.94,0.837,0.568,0.037,0.05,65,10,55,45,30,50,25,80,75,70,0,1,0,0,0,93568,29437,36435,29333,31690,9,5,9,9,9,1,1,1,1,1,9,5,5,5,5,1,1,1,1,1,9,5,5,5,5,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,5,9,5,5,1,1,1,1,1,9,4,5,5,5,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,5,9,1,1,1,1,1,9,5,9,9,5,1,1,1,1,1
63,1,Chrome,M,28,8,10,9,6,2,22,33,22,31,21,11,9,26,21,41,50,25,15,25,0,75,60,50,45,40,90,100,75,80,95,0.32,0.43,0.24,0.3,0.27,0.5,0.35,0.4,0.3,0.4,0.18,0.22,0.36,0.4,0.33,2,3,2,3,2,75,100,50,80,40,0.5,0.22,0.4,0.4,0.4,50,18,29,46,31,20,15,40,55,45,45,70,65,70,60,70,80,100,85,90,0.41,0.45,0.38,0.26,0.54,0.35,0.29,0.34,0.53,0.3,0.24,0.26,0.28,0.21,0.16,2,3,2,1,1,45,80,65,55,45,0.35,0.26,0.34,0.26,0.54,0.131,0.915,0.801,0.753,0.093,0.512,0.751,0.427,0.287,0.07,75,100,50,80,40,45,80,65,55,45,0,0,1,1,1,47781,35273,52504,42138,35494,7,9,7,8,5,2,1,3,1,5,6,9,6,8,5,2,1,4,1,5,4,9,8,9,7,3,1,4,1,3,6,8,7,3,4,2,1,3,6,4,6,8,7,4,4,3,1,4,6,5,4,8,6,1,1,2,1,4,7,5,6,9,6,6,5,2,1,3,4,4,6,9,7,6,5,2,1,3,4,4,6,9,6,6,4,3,1,3,5,4
64,1,Chrome,M,24,10,4,5,3,8,33,32,13,23,22,9,36,37,8,11,15,20,20,0,20,70,60,50,30,45,80,90,90,60,70,0.45,0.34,0.28,0.41,0.41,0.29,0.22,0.19,0.37,0.35,0.26,0.44,0.53,0.22,0.24,3,2,1,3,2,80,60,20,60,45,0.26,0.22,0.28,0.22,0.35,18,23,15,3,50,25,30,30,15,50,60,50,50,70,75,100,90,95,80,90,0.43,0.39,0.3,0.49,0.32,0.35,0.25,0.3,0.27,0.5,0.22,0.36,0.4,0.24,0.18,3,3,3,2,2,100,90,95,70,75,0.22,0.36,0.4,0.27,0.5,0.657,0.006,0.889,0.793,0.146,0.297,0.494,0.444,0.229,0.047,80,90,20,70,45,100,60,95,60,75,1,0,1,0,1,69504,37320,31936,35356,24100,9,9,3,9,8,1,1,8,2,1,8,9,3,9,8,1,1,8,2,1,8,9,3,9,8,1,1,8,2,1,8,9,9,9,8,1,1,1,1,4,9,9,9,9,8,1,1,1,1,4,9,9,9,9,8,1,1,1,1,4,9,9,7,9,8,1,1,2,1,2,9,9,7,9,8,1,1,2,1,2,9,9,7,9,8,1,1,1,1,2
65,1,Chrome,F,24,6,4,2,7,1,31,32,21,11,12,21,36,41,43,4,25,20,45,25,20,45,60,60,45,45,80,90,90,80,70,0.3,0.34,0.54,0.31,0.41,0.3,0.22,0.3,0.32,0.35,0.4,0.44,0.16,0.37,0.24,3,2,1,1,2,80,60,45,25,45,0.4,0.22,0.54,0.31,0.35,46,23,31,19,11,55,30,0,10,10,70,50,40,50,35,85,90,95,75,75,0.26,0.39,0.27,0.55,0.5,0.53,0.25,0.4,0.28,0.31,0.21,0.36,0.33,0.17,0.19,1,3,2,1,1,55,90,40,10,10,0.26,0.36,0.4,0.55,0.5,0.052,0.823,0.382,0.875,0.248,0.813,0.245,0.968,0.027,0.247,80,60,45,25,45,55,90,40,10,10,1,0,0,0,0,45141,42153,46109,48057,41324,9,8,8,5,5,1,1,1,2,1,9,8,8,5,5,1,2,3,4,3,9,8,7,2,3,1,1,1,1,1,7,9,7,5,4,1,1,1,2,2,7,9,7,5,4,3,1,1,4,5,6,9,9,1,1,1,1,1,1,1,9,9,8,5,5,1,1,1,2,1,9,9,8,5,5,1,1,1,4,4,8,9,8,2,2,1,1,1,1,1
66,1,Chrome,F,34,10,7,8,1,3,33,11,22,12,23,9,43,11,4,8,15,10,20,20,0,70,50,45,45,30,80,75,70,70,60,0.45,0.55,0.41,0.41,0.41,0.29,0.28,0.35,0.35,0.37,0.26,0.17,0.24,0.24,0.22,3,1,2,2,3,80,10,45,45,60,0.26,0.55,0.35,0.35,0.22,18,19,50,11,3,25,25,50,10,15,60,45,75,35,70,100,80,90,75,80,0.43,0.31,0.32,0.5,0.49,0.35,0.32,0.5,0.31,0.27,0.22,0.37,0.18,0.19,0.24,3,1,2,1,2,100,25,75,10,70,0.22,0.31,0.5,0.5,0.27,0.397,0.517,0.718,0.185,0.501,0.404,0.3,0.077,0.84,0.007,80,10,45,45,60,100,25,75,10,70,1,1,1,0,0,103422,78446,41441,71709,58260,9,5,7,9,9,1,1,1,1,1,9,5,7,9,9,1,1,1,1,1,9,5,7,9,9,1,1,1,1,1,9,6,9,5,9,1,1,1,1,1,9,6,9,5,9,1,1,1,1,1,9,6,9,5,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1
67,1,Firefox,F,44,9,10,7,8,1,22,33,11,22,12,26,9,43,11,4,15,25,10,50,20,50,60,50,75,45,75,100,75,90,70,0.24,0.43,0.55,0.32,0.41,0.4,0.35,0.28,0.5,0.35,0.36,0.22,0.17,0.18,0.24,2,3,1,2,2,50,100,10,75,45,0.4,0.22,0.55,0.5,0.35,29,18,19,50,11,40,15,25,20,10,65,70,45,45,35,100,80,80,70,75,0.38,0.45,0.31,0.41,0.5,0.34,0.29,0.32,0.35,0.31,0.28,0.26,0.37,0.24,0.19,2,3,1,2,1,65,80,25,45,10,0.34,0.26,0.31,0.35,0.5,0.919,0.484,0.377,0.736,0.676,0.665,0.193,0.367,0.458,0.351,50,100,10,75,45,65,80,25,45,10,1,0,1,0,0,59732,61430,56435,59903,71561,7,9,2,5,6,2,1,8,3,2,7,9,2,5,6,3,1,8,3,2,7,9,2,5,6,3,1,8,3,2,7,9,2,5,2,1,1,8,2,8,7,9,2,5,2,2,1,8,2,8,7,9,2,5,2,2,1,8,2,8,7,9,2,6,5,2,1,8,2,3,7,9,2,6,5,2,1,8,3,3,6,9,2,6,5,2,1,8,3,2
68,1,Chrome,M,22,7,1,8,6,3,11,12,22,31,23,43,4,11,21,8,25,10,50,25,15,45,35,75,45,70,80,75,90,80,80,0.31,0.5,0.32,0.3,0.49,0.32,0.31,0.5,0.3,0.27,0.37,0.19,0.18,0.4,0.24,1,1,2,3,2,25,10,75,80,70,0.31,0.5,0.5,0.4,0.27,19,11,50,46,3,10,20,20,55,0,50,45,45,70,30,75,70,70,85,60,0.55,0.41,0.41,0.26,0.41,0.28,0.35,0.35,0.53,0.37,0.17,0.24,0.24,0.21,0.22,1,2,2,1,3,10,45,45,55,60,0.55,0.35,0.35,0.26,0.22,0.806,0.218,0.491,0.517,0.998,0.114,0.011,0.54,0.252,0.528,25,10,75,80,70,10,45,45,55,60,0,1,0,1,1,41397,50484,46015,42952,38877,4,3,7,9,7,6,6,1,1,1,4,4,7,9,8,7,7,3,1,2,3,4,6,9,8,6,5,4,1,2,3,6,6,6,9,6,4,4,4,1,3,7,7,4,9,8,6,5,5,1,3,5,6,4,9,4,5,3,5,1,5,6,7,8,7,6,4,3,2,2,4,6,7,8,7,7,5,4,2,2,5,4,6,8,8,5,5,4,2,1
69,1,Chrome,M,18,3,9,4,8,6,23,22,32,22,31,8,26,36,11,21,15,40,20,20,25,70,65,60,45,45,80,100,90,70,80,0.49,0.38,0.34,0.41,0.3,0.27,0.34,0.22,0.35,0.3,0.24,0.28,0.44,0.24,0.4,2,2,2,2,3,70,65,60,45,80,0.27,0.34,0.22,0.35,0.4,3,29,23,50,46,0,15,30,50,55,30,50,50,75,70,60,75,90,90,85,0.41,0.24,0.39,0.32,0.26,0.37,0.4,0.25,0.5,0.53,0.22,0.36,0.36,0.18,0.21,3,2,3,2,1,60,50,90,75,55,0.22,0.4,0.36,0.5,0.26,0.428,0.279,0.832,0.847,0.103,0.774,0.344,0.028,0.657,0.745,70,65,60,45,80,60,50,90,75,55,1,0,0,1,1,116732,67544,73972,58904,93685,7,4,7,6,9,1,5,1,1,1,8,3,7,5,9,2,6,2,3,1,1,1,2,1,5,1,3,3,2,1,9,7,9,9,4,1,1,1,1,1,9,7,9,9,3,1,3,1,1,5,7,1,4,1,1,1,2,1,1,3,9,6,7,7,6,1,2,1,1,1,9,4,7,6,5,1,6,2,2,4,3,1,2,1,3,1,3,1,2,2
70,1,Chrome,F,36,6,3,1,2,8,31,23,12,21,22,21,8,4,41,11,25,0,20,0,50,45,30,45,40,75,80,60,70,95,90,0.3,0.41,0.41,0.27,0.32,0.3,0.37,0.35,0.4,0.5,0.4,0.22,0.24,0.33,0.18,3,3,2,2,2,80,60,45,40,75,0.4,0.22,0.35,0.4,0.5,46,3,11,31,50,55,15,10,45,20,70,70,35,60,45,85,80,75,90,70,0.26,0.49,0.5,0.54,0.41,0.53,0.27,0.31,0.3,0.35,0.21,0.24,0.19,0.16,0.24,1,2,1,1,2,55,70,10,45,45,0.26,0.27,0.5,0.54,0.35,0.15,0.133,0.214,0.654,0.626,0.443,0.069,0.333,0.614,0.95,80,60,45,40,75,55,70,10,45,45,1,0,0,1,0,57988,36693,60756,53135,49158,8,8,6,4,5,1,1,1,1,1,8,8,6,3,3,1,1,2,5,3,8,8,2,3,1,1,1,4,5,3,6,8,4,4,7,1,1,2,1,1,6,8,4,3,6,1,1,3,5,2,6,8,1,2,6,1,1,4,5,2,7,8,5,4,4,1,1,1,1,1,7,8,3,3,3,1,1,3,4,3,7,8,3,2,3,1,1,2,4,3
71,1,Chrome,F,52,6,7,4,9,1,31,11,32,22,12,21,43,36,26,4,25,10,30,40,20,45,50,50,65,45,80,75,90,100,70,0.3,0.55,0.39,0.38,0.41,0.3,0.28,0.25,0.34,0.35,0.4,0.17,0.36,0.28,0.24,3,1,3,2,2,80,10,90,65,45,0.4,0.55,0.36,0.34,0.35,46,19,23,29,11,55,25,20,15,10,70,45,60,50,35,85,80,90,75,75,0.26,0.31,0.34,0.24,0.5,0.53,0.32,0.22,0.4,0.31,0.21,0.37,0.44,0.36,0.19,1,1,2,2,1,55,25,60,50,10,0.26,0.31,0.22,0.4,0.5,0.31,0.055,0.649,0.121,0.722,0.909,0.006,0.274,0.783,0.546,80,10,90,65,45,55,25,60,50,10,1,1,1,0,0,80551,50732,49300,51182,58569,9,1,9,8,8,1,7,1,2,2,9,1,9,8,8,1,9,1,2,2,9,1,9,8,8,1,8,1,2,2,6,2,8,8,1,1,8,2,1,9,6,1,8,8,1,2,9,1,1,9,7,6,9,8,1,3,8,1,1,9,7,1,9,8,7,7,8,1,2,2,7,1,9,8,7,1,9,1,2,2,6,1,9,8,6,2,8,1,2,4
72,1,Safari,F,29,3,10,2,6,8,23,33,21,31,22,8,9,41,21,11,15,15,45,55,50,70,70,60,70,75,80,80,90,85,90,0.49,0.45,0.54,0.26,0.32,0.27,0.29,0.3,0.53,0.5,0.24,0.26,0.16,0.21,0.18,2,3,1,1,2,70,80,45,55,75,0.27,0.26,0.54,0.26,0.5,3,18,31,46,50,0,25,0,25,20,30,60,40,45,45,60,100,95,80,70,0.41,0.43,0.27,0.3,0.41,0.37,0.35,0.4,0.3,0.35,0.22,0.22,0.33,0.4,0.24,3,3,2,3,2,60,100,40,80,45,0.22,0.22,0.4,0.4,0.35,0.317,0.136,0.645,0.211,0.518,0.556,0.014,0.219,0.932,0.986,70,80,45,55,75,60,100,40,80,45,1,1,0,0,0,54348,54957,246423,202751,69761,9,9,8,5,9,1,1,2,3,1,8,9,8,5,9,1,1,2,4,1,6,9,8,3,9,1,1,2,4,1,9,9,7,9,7,1,1,2,1,1,9,9,7,9,7,1,1,2,1,2,9,9,2,9,7,1,1,2,1,2,9,9,8,6,8,1,1,2,3,2,9,9,8,6,8,1,1,2,4,2,8,9,8,2,8,1,1,2,4,1
73,1,Firefox,M,34,9,1,6,3,8,22,12,31,23,22,26,4,21,8,11,15,20,55,15,50,50,45,70,70,75,75,70,85,80,90,0.24,0.41,0.26,0.49,0.32,0.4,0.35,0.53,0.27,0.5,0.36,0.24,0.21,0.24,0.18,2,2,1,2,2,50,45,55,70,75,0.4,0.35,0.26,0.27,0.5,29,11,46,3,50,40,10,25,0,20,65,35,45,30,45,100,75,80,60,70,0.38,0.5,0.3,0.41,0.41,0.34,0.31,0.3,0.37,0.35,0.28,0.19,0.4,0.22,0.24,2,1,3,3,2,65,10,80,60,45,0.34,0.5,0.4,0.22,0.35,0.045,0.183,0.507,0.144,0.499,0.572,0.421,0.966,0.238,0.163,50,45,55,70,75,65,10,80,60,45,1,0,0,1,0,132484,91636,136669,75136,84054,8,8,5,8,8,1,1,2,1,1,9,9,4,9,9,1,1,3,1,1,7,6,2,6,6,1,1,3,2,2,8,5,9,9,8,1,1,1,1,1,9,5,9,9,9,1,3,1,1,1,7,3,9,9,6,1,3,1,1,2,8,6,7,8,8,1,1,2,1,1,9,6,7,9,9,1,2,2,1,1,6,5,5,8,6,1,2,2,1,2
