workerid,condition,browser,gender,age,order.1,order.2,order.3,order.4,order.5,askAboutLeftWheelFirst.1,askAboutLeftWheelFirst.2,askAboutLeftWheelFirst.3,askAboutLeftWheelFirst.4,askAboutLeftWheelFirst.5,showFirstOfPairFirst.1,showFirstOfPairFirst.2,showFirstOfPairFirst.3,showFirstOfPairFirst.4,showFirstOfPairFirst.5,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
51,1,Chrome,F,23,1,2,3,4,5,1,1,0,1,0,0,0,0,0,0,2,7,5,3,1,21,11,13,23,12,31,19,15,3,11,0,10,20,15,10,40,50,50,70,35,95,75,90,80,75,0.27,0.55,0.28,0.49,0.5,0.4,0.28,0.19,0.27,0.31,0.33,0.17,0.53,0.24,0.19,2,1,1,2,1,40,10,20,70,10,0.4,0.55,0.28,0.27,0.5,41,43,37,8,4,45,25,30,0,20,60,45,50,30,45,90,80,95,60,70,0.54,0.31,0.3,0.41,0.41,0.3,0.32,0.3,0.37,0.35,0.16,0.37,0.4,0.22,0.24,1,1,3,3,2,45,25,95,60,45,0.54,0.31,0.4,0.22,0.35,0.468,0.616,0.837,0.609,0.896,0.142,0.007,0.97,0.289,0.28,60,25,95,60,45,40,10,20,70,10,86737,67100,57603,54645,49233,6,5,9,6,5,3,3,1,1,1,6,5,9,6,5,3,5,1,1,1,5,3,9,6,5,3,2,1,1,1,6,4,6,7,5,2,4,1,1,1,6,5,6,7,5,2,3,1,1,1,7,1,6,5,3,3,3,1,1,1,7,5,9,6,6,3,5,1,1,1,7,5,9,6,5,3,5,1,1,1,7,1,9,6,3,3,5,1,1,1
52,1,Chrome,F,39,1,2,3,4,5,1,0,1,0,0,1,1,0,0,1,6,4,10,5,3,31,32,33,13,23,21,36,18,15,8,25,30,15,20,15,45,50,70,50,70,80,90,80,90,80,0.3,0.39,0.45,0.28,0.49,0.3,0.25,0.29,0.19,0.27,0.4,0.36,0.26,0.53,0.24,3,3,3,1,2,80,90,80,20,70,0.4,0.36,0.26,0.28,0.27,46,23,9,37,3,55,20,25,30,0,70,60,60,50,30,85,90,100,95,60,0.26,0.34,0.43,0.3,0.41,0.53,0.22,0.35,0.3,0.37,0.21,0.44,0.22,0.4,0.22,1,2,3,3,3,55,60,100,95,60,0.26,0.22,0.22,0.4,0.22,0.907,0.155,0.659,0.784,0.737,0.953,0.48,0.647,0.072,0.174,80,90,100,95,70,,60,80,,60,60219,58397,55645,52196,42728,7,7,8,8,6,1,1,1,1,2,8,7,8,7,6,1,1,1,1,2,6,6,6,6,6,1,1,1,1,2,5,6,8,3,6,3,2,1,5,1,5,6,8,3,7,4,2,1,6,1,4,5,7,3,6,3,2,1,5,1,6,7,8,7,7,2,2,1,2,2,6,7,8,7,7,2,2,1,2,2,6,7,8,7,6,2,2,1,2,2
53,1,Firefox,M,51,1,2,3,4,5,0,0,1,1,0,1,1,0,0,1,4,7,9,10,1,32,11,22,33,12,36,43,29,18,4,30,10,15,15,10,50,50,50,70,35,90,75,75,80,75,0.39,0.55,0.24,0.45,0.5,0.25,0.28,0.4,0.29,0.31,0.36,0.17,0.36,0.26,0.19,3,1,2,3,1,90,10,50,80,10,0.36,0.55,0.4,0.26,0.5,23,19,26,9,11,20,25,40,25,20,60,45,65,60,45,90,80,100,100,70,0.34,0.31,0.38,0.43,0.41,0.22,0.32,0.34,0.35,0.35,0.44,0.37,0.28,0.22,0.24,2,1,2,3,2,60,25,65,100,45,0.22,0.31,0.34,0.22,0.35,0.552,0.671,0.294,0.075,0.117,0.45,0.407,0.677,0.051,0.907,90,10,,,10,60,25,50,80,45,173724,132137,127932,130101,137475,9,3,7,9,6,1,6,4,1,3,9,3,3,9,3,1,7,7,1,4,7,1,3,9,1,1,7,4,1,4,6,5,6,8,7,3,4,4,1,3,5,4,4,9,4,7,7,7,1,6,6,1,5,8,3,6,6,4,1,3,8,6,7,9,6,2,4,4,1,4,8,4,5,9,4,2,8,7,1,7,7,1,4,9,5,4,6,4,1,4
54,1,Chrome,M,35,1,2,3,4,5,0,0,1,0,1,0,1,0,0,0,2,10,7,5,6,21,33,11,13,31,31,9,19,15,46,0,15,10,20,25,40,70,50,50,45,95,80,75,90,80,0.27,0.45,0.55,0.28,0.3,0.4,0.29,0.28,0.19,0.3,0.33,0.26,0.17,0.53,0.4,2,3,1,1,3,40,80,10,20,80,0.4,0.26,0.55,0.28,0.4,41,18,43,37,21,45,25,25,30,55,60,60,45,50,70,90,100,80,95,85,0.54,0.43,0.31,0.3,0.26,0.3,0.35,0.32,0.3,0.53,0.16,0.22,0.37,0.4,0.21,1,3,1,3,1,45,100,25,95,55,0.54,0.22,0.31,0.4,0.26,0.1,0.342,0.53,0.146,0.784,0.12,0.585,0.016,0.635,0.787,45,80,25,95,55,40,100,10,20,80,99718,53001,69974,67461,57592,5,9,4,9,5,2,1,3,1,4,7,9,5,9,5,7,1,7,1,6,2,7,1,9,4,5,1,6,1,5,7,9,4,4,9,2,1,7,5,1,7,9,3,3,9,3,1,8,7,1,5,9,1,3,9,4,1,7,7,1,6,9,5,6,7,3,1,7,5,2,6,9,3,6,8,4,1,9,5,2,4,9,1,5,8,3,1,7,6,2
55,1,Firefox,M,60,1,2,3,4,5,1,1,1,0,1,1,1,1,0,1,3,5,10,8,1,23,13,33,22,12,8,37,9,50,4,15,20,15,20,10,70,50,70,45,35,80,90,80,70,75,0.49,0.28,0.45,0.41,0.5,0.27,0.19,0.29,0.35,0.31,0.24,0.53,0.26,0.24,0.19,2,1,3,2,1,70,20,80,45,10,0.27,0.28,0.26,0.35,0.5,3,15,18,11,11,0,30,25,50,20,30,50,60,75,45,60,95,100,90,70,0.41,0.3,0.43,0.32,0.41,0.37,0.3,0.35,0.5,0.35,0.22,0.4,0.22,0.18,0.24,3,3,3,2,2,60,95,100,75,45,0.22,0.4,0.22,0.5,0.35,0.901,0.038,0.841,0.865,0.688,0.722,0.004,0.619,0.781,0.94,70,20,,75,,60,95,100,,,76030,74807,42341,85431,61599,8,2,9,7,2,1,5,1,1,7,8,2,9,7,2,1,9,1,2,9,8,1,9,8,1,1,9,1,2,9,9,9,9,6,6,1,1,1,3,2,9,9,9,7,6,1,1,1,3,3,9,9,9,6,7,1,1,1,4,4,9,7,9,7,5,1,2,1,2,4,9,7,9,7,5,1,3,1,3,5,9,8,9,8,6,1,2,1,2,5
56,1,Firefox,M,44,1,2,3,4,5,0,0,0,1,1,0,0,0,1,1,2,3,5,8,9,21,23,13,22,22,31,3,15,11,26,0,15,20,20,15,40,70,50,45,50,95,80,90,70,75,0.27,0.49,0.28,0.41,0.24,0.4,0.27,0.19,0.35,0.4,0.33,0.24,0.53,0.24,0.36,2,2,1,2,2,40,70,20,45,50,0.4,0.27,0.28,0.35,0.4,41,8,37,50,29,45,0,30,50,40,60,30,50,75,65,90,60,95,90,100,0.54,0.41,0.3,0.32,0.38,0.3,0.37,0.3,0.5,0.34,0.16,0.22,0.4,0.18,0.28,1,3,3,2,2,45,60,95,75,65,0.54,0.22,0.4,0.5,0.34,0.99,0.676,0.08,0.343,0.309,0.076,0.948,0.877,0.784,0.251,45,60,95,45,50,40,70,20,75,65,83957,98599,68890,99093,76334,4,9,9,7,5,6,1,1,2,2,4,9,9,6,6,7,1,1,4,3,1,7,6,7,5,7,1,1,3,2,6,7,1,7,6,2,1,9,2,5,6,7,1,7,6,4,2,9,3,5,7,6,1,6,2,2,1,9,3,4,6,9,6,6,7,4,1,4,3,3,6,9,6,7,7,5,1,6,3,5,4,6,3,4,4,5,1,5,2,3
57,1,Firefox,F,59,1,2,3,4,5,1,1,1,0,1,0,1,0,0,1,3,1,4,5,6,23,12,32,13,31,3,4,23,15,21,15,10,30,20,25,70,35,50,50,45,80,75,90,90,80,0.49,0.5,0.39,0.28,0.3,0.27,0.31,0.25,0.19,0.3,0.24,0.19,0.36,0.53,0.4,2,1,3,1,3,70,10,90,20,80,0.27,0.5,0.36,0.28,0.4,8,11,36,37,46,0,20,20,30,55,30,45,60,50,70,60,70,90,95,85,0.41,0.41,0.34,0.3,0.26,0.37,0.35,0.22,0.3,0.53,0.22,0.24,0.44,0.4,0.21,3,2,2,3,1,60,45,60,95,55,0.22,0.35,0.22,0.4,0.26,0.477,0.335,0.734,0.12,0.238,0.298,0.168,0.892,0.316,0.807,60,10,60,95,80,70,45,90,20,55,65117,70505,63084,82418,61882,8,5,8,9,9,1,2,1,1,1,8,5,8,9,9,1,3,1,1,1,8,1,8,9,9,1,3,1,1,1,8,6,9,5,6,1,2,1,2,2,8,6,9,5,6,1,2,1,4,2,8,5,9,2,6,1,2,1,4,2,8,5,9,6,7,1,2,1,2,2,8,5,9,6,7,1,2,1,2,2,8,5,9,6,7,1,2,1,2,2
58,1,Chrome,M,37,1,2,3,4,5,1,0,1,0,1,1,0,1,1,1,6,8,7,9,2,31,22,11,22,21,21,50,43,26,41,25,20,10,15,0,45,45,50,50,40,80,70,75,75,95,0.3,0.41,0.55,0.24,0.27,0.3,0.35,0.28,0.4,0.4,0.4,0.24,0.17,0.36,0.33,3,2,1,2,2,80,45,10,50,40,0.4,0.35,0.55,0.4,0.4,46,11,19,29,31,55,50,25,40,45,70,75,45,65,60,85,90,80,100,90,0.26,0.32,0.31,0.38,0.54,0.53,0.5,0.32,0.34,0.3,0.21,0.18,0.37,0.28,0.16,1,2,1,2,1,55,75,25,65,45,0.26,0.5,0.31,0.34,0.54,0.957,0.362,0.193,0.079,0.726,0.579,0.174,0.1,0.755,0.583,80,75,,50,,55,45,25,65,45,71566,135827,43700,54459,44069,5,7,3,4,5,5,2,5,3,3,4,2,3,5,6,5,2,6,2,3,5,7,4,7,6,4,2,3,3,3,5,4,3,5,5,5,4,4,4,3,7,5,3,5,6,3,4,5,3,2,5,5,4,3,5,5,4,6,5,2,5,5,6,6,6,5,5,3,2,3,6,3,4,6,6,6,5,5,2,2,4,5,3,7,7,5,4,6,2,3
59,1,Firefox,M,25,1,2,3,4,5,0,0,1,1,0,0,1,1,0,1,6,4,5,10,7,31,32,13,33,11,46,36,37,18,43,25,30,20,15,10,45,50,50,70,50,80,90,90,80,75,0.3,0.39,0.28,0.45,0.55,0.3,0.25,0.19,0.29,0.28,0.4,0.36,0.53,0.26,0.17,3,3,1,3,1,80,90,20,80,10,0.4,0.36,0.28,0.26,0.55,21,23,15,9,19,55,20,30,25,25,70,60,50,60,45,85,90,95,100,80,0.26,0.34,0.3,0.43,0.31,0.53,0.22,0.3,0.35,0.32,0.21,0.44,0.4,0.22,0.37,1,2,3,3,1,55,60,95,100,25,0.26,0.22,0.4,0.22,0.31,0.586,0.588,0.037,0.6,0.547,0.395,0.566,0.389,0.455,0.831,55,90,20,100,10,80,60,95,80,25,62214,39384,38350,34578,32383,3,4,6,9,4,7,8,3,1,7,2,7,6,1,6,4,3,5,1,7,5,5,5,9,3,1,4,7,1,8,8,3,9,9,3,2,6,1,1,7,2,7,1,1,6,2,7,1,1,6,7,3,8,9,3,2,4,1,1,6,8,3,9,9,2,1,7,1,1,7,1,7,1,1,5,3,3,1,1,3,5,6,5,9,7,1,7,1,1,7
60,1,Firefox,M,24,1,2,3,4,5,0,1,0,1,1,1,1,1,0,0,5,10,8,2,4,13,33,22,21,32,37,9,11,31,23,20,15,20,0,30,50,70,45,40,50,90,80,70,95,90,0.28,0.45,0.41,0.27,0.39,0.19,0.29,0.35,0.4,0.25,0.53,0.26,0.24,0.33,0.36,1,3,2,2,3,20,80,45,40,90,0.28,0.26,0.35,0.4,0.36,15,18,50,41,36,30,25,50,45,20,50,60,75,60,60,95,100,90,90,90,0.3,0.43,0.32,0.54,0.34,0.3,0.35,0.5,0.3,0.22,0.4,0.22,0.18,0.16,0.44,3,3,2,1,2,95,100,75,45,60,0.4,0.22,0.5,0.54,0.22,0.056,0.888,0.347,0.321,0.379,0.295,0.62,0.716,0.796,0.927,20,80,45,45,60,95,100,75,40,90,55153,40864,43733,56599,67878,4,9,6,6,7,4,1,2,3,2,3,9,7,5,6,8,1,5,7,6,2,9,5,2,4,4,1,6,4,3,9,9,7,6,9,1,1,2,2,1,9,9,7,5,9,1,1,4,5,1,9,9,6,5,9,1,1,3,5,1,7,9,7,7,8,1,1,2,2,2,7,9,7,6,8,3,1,4,5,4,7,9,6,5,7,3,1,3,5,3
61,1,Safari,F,39,1,2,3,4,5,1,1,1,1,0,0,1,1,1,0,5,8,6,7,2,13,22,31,11,21,15,11,21,43,31,20,20,25,10,0,50,45,45,50,40,90,70,80,75,95,0.28,0.41,0.3,0.55,0.27,0.19,0.35,0.3,0.28,0.4,0.53,0.24,0.4,0.17,0.33,1,2,3,1,2,20,45,80,10,40,0.28,0.35,0.4,0.55,0.4,37,50,46,19,41,30,50,55,25,45,50,75,70,45,60,95,90,85,80,90,0.3,0.32,0.26,0.31,0.54,0.3,0.5,0.53,0.32,0.3,0.4,0.18,0.21,0.37,0.16,3,2,1,1,1,95,75,55,25,45,0.4,0.5,0.26,0.31,0.54,0.586,0.181,0.456,0.113,0.4,0.557,0.751,0.126,0.058,0.726,95,45,80,10,45,20,75,55,25,40,55488,46005,45937,44828,48100,9,5,8,2,2,1,3,1,8,8,9,5,9,1,2,1,4,1,9,8,8,2,9,1,2,1,6,1,8,8,2,7,3,1,5,6,2,8,8,2,2,8,2,1,5,8,5,8,9,7,1,3,2,1,8,6,2,7,8,3,7,7,6,2,6,2,3,2,7,2,7,8,8,1,5,2,4,2,9,3,5,5,8,1,7,3,3,2,8,3
62,1,Chrome,F,40,1,2,3,4,5,1,1,0,0,1,0,0,0,1,1,9,8,5,10,1,22,22,13,33,12,29,50,15,9,4,15,20,20,15,10,50,45,50,70,35,75,70,90,80,75,0.24,0.41,0.28,0.45,0.5,0.4,0.35,0.19,0.29,0.31,0.36,0.24,0.53,0.26,0.19,2,2,1,3,1,50,45,20,80,10,0.4,0.35,0.28,0.26,0.5,26,11,37,18,11,40,50,30,25,20,65,75,50,60,45,100,90,95,100,70,0.38,0.32,0.3,0.43,0.41,0.34,0.5,0.3,0.35,0.35,0.28,0.18,0.4,0.22,0.24,2,2,3,3,2,65,75,95,100,45,0.34,0.5,0.4,0.22,0.35,0.789,0.558,0.238,0.825,0.108,0.369,0.1,0.448,0.623,0.419,65,75,95,80,10,50,45,20,100,45,62193,43586,49799,39099,39253,7,7,9,9,5,6,6,1,1,7,7,7,9,9,5,6,6,1,1,7,7,7,9,9,5,6,6,1,1,7,7,7,3,9,7,6,6,8,1,6,7,7,3,9,7,6,6,8,1,6,7,7,3,9,7,6,6,8,1,6,6,6,5,9,4,6,6,5,9,6,6,6,5,9,4,6,6,5,9,6,6,6,5,9,4,6,6,5,9,6
63,1,Chrome,M,28,1,2,3,4,5,1,0,0,1,1,0,1,1,1,0,10,4,2,1,9,33,32,21,12,22,18,36,41,4,29,15,30,0,10,15,70,50,40,35,50,80,90,95,75,75,0.45,0.39,0.27,0.5,0.24,0.29,0.25,0.4,0.31,0.4,0.26,0.36,0.33,0.19,0.36,3,3,2,1,2,80,90,40,10,50,0.26,0.36,0.4,0.5,0.4,9,23,31,11,26,25,20,45,20,40,60,60,60,45,65,100,90,90,70,100,0.43,0.34,0.54,0.41,0.38,0.35,0.22,0.3,0.35,0.34,0.22,0.44,0.16,0.24,0.28,3,2,1,2,2,100,60,45,45,65,0.22,0.22,0.54,0.35,0.34,0.031,0.134,0.412,0.489,0.657,0.644,0.256,0.706,0.399,0.571,100,90,40,10,65,80,60,45,45,50,110985,83112,72186,70653,93107,8,8,3,2,7,3,2,6,8,2,7,8,4,2,8,2,1,2,8,2,8,8,7,2,7,2,2,5,7,3,8,5,5,5,6,1,3,6,6,3,7,5,3,4,6,1,7,7,7,4,8,3,4,4,6,2,5,5,6,3,8,6,4,4,7,2,3,7,6,5,8,6,4,3,6,2,2,4,7,3,8,7,6,4,5,2,2,4,3,5
64,1,Chrome,M,26,1,2,3,4,5,1,1,0,0,1,1,0,1,1,1,3,4,2,10,6,23,32,21,33,31,8,23,41,9,21,15,30,0,15,25,70,50,40,70,45,80,90,95,80,80,0.49,0.39,0.27,0.45,0.3,0.27,0.25,0.4,0.29,0.3,0.24,0.36,0.33,0.26,0.4,2,3,2,3,3,70,90,40,80,80,0.27,0.36,0.4,0.26,0.4,3,36,31,18,46,0,20,45,25,55,30,60,60,60,70,60,90,90,100,85,0.41,0.34,0.54,0.43,0.26,0.37,0.22,0.3,0.35,0.53,0.22,0.44,0.16,0.22,0.21,3,2,1,3,1,60,60,45,100,55,0.22,0.22,0.54,0.22,0.26,0.433,0.544,0.391,0.053,0.897,0.395,0.257,0.367,0.054,0.44,70,60,40,80,80,60,90,45,100,55,51307,41985,46767,35514,38554,8,6,5,9,9,1,1,1,1,1,4,4,2,9,8,1,1,3,1,1,7,6,2,7,9,1,1,1,1,1,9,8,5,9,5,1,1,2,1,2,5,9,4,9,3,1,1,2,1,4,8,6,6,9,7,1,1,1,1,2,9,9,7,9,6,1,1,2,1,2,8,5,5,9,5,1,1,3,1,3,9,7,7,9,8,1,1,1,1,2
65,1,Mozilla,M,30,1,2,3,4,5,0,1,1,0,1,1,1,0,1,1,2,3,5,10,7,21,23,13,33,11,41,8,15,9,43,0,15,20,15,10,40,70,50,70,50,95,80,90,80,75,0.27,0.49,0.28,0.45,0.55,0.4,0.27,0.19,0.29,0.28,0.33,0.24,0.53,0.26,0.17,2,2,1,3,1,40,70,20,80,10,0.4,0.27,0.28,0.26,0.55,31,3,37,18,19,45,0,30,25,25,60,30,50,60,45,90,60,95,100,80,0.54,0.41,0.3,0.43,0.31,0.3,0.37,0.3,0.35,0.32,0.16,0.22,0.4,0.22,0.37,1,3,3,3,1,45,60,95,100,25,0.54,0.22,0.4,0.22,0.31,0.633,0.71,0.085,0.393,0.929,0.101,0.344,0.507,0.705,0.486,40,70,95,80,10,45,60,20,100,25,74882,44058,43225,36808,42040,8,9,9,8,4,1,1,1,1,3,7,4,5,3,3,1,1,1,1,3,6,4,5,5,3,1,1,1,1,1,8,8,5,9,6,1,1,1,1,2,6,5,4,4,4,1,1,1,1,3,5,4,4,3,3,1,1,1,1,1,9,9,8,9,6,2,1,1,1,3,4,5,4,5,4,1,1,1,1,1,6,5,4,5,3,1,1,1,1,1
66,1,Firefox,F,41,1,2,3,4,5,0,1,1,1,0,0,1,0,0,1,8,10,2,3,1,22,33,21,23,12,50,9,31,3,4,20,15,0,15,10,45,70,40,70,35,70,80,95,80,75,0.41,0.45,0.27,0.49,0.5,0.35,0.29,0.4,0.27,0.31,0.24,0.26,0.33,0.24,0.19,2,3,2,2,1,45,80,40,70,10,0.35,0.26,0.4,0.27,0.5,11,18,41,8,11,50,25,45,0,20,75,60,60,30,45,90,100,90,60,70,0.32,0.43,0.54,0.41,0.41,0.5,0.35,0.3,0.37,0.35,0.18,0.22,0.16,0.22,0.24,2,3,1,3,2,75,100,45,60,45,0.5,0.22,0.54,0.22,0.35,0.786,0.211,0.286,0.535,0.785,0.726,0.289,0.517,0.232,0.644,75,,45,60,10,45,100,40,,45,108519,52863,79596,47540,79547,8,9,4,9,1,1,1,6,1,9,8,9,4,9,1,3,1,8,1,9,7,9,1,9,1,3,1,9,1,9,6,9,7,9,6,5,1,2,1,2,5,9,6,9,6,7,1,2,1,2,2,9,9,9,7,7,1,2,1,2,8,9,4,9,4,1,1,6,1,6,7,9,4,9,4,2,1,6,1,7,7,9,4,9,3,2,1,6,1,8
67,1,Chrome,F,32,1,2,3,4,5,0,0,1,1,1,1,0,0,0,0,7,9,2,6,1,11,22,21,31,12,43,29,31,46,11,10,15,0,25,10,50,50,40,45,35,75,75,95,80,75,0.55,0.24,0.27,0.3,0.5,0.28,0.4,0.4,0.3,0.31,0.17,0.36,0.33,0.4,0.19,1,2,2,3,1,10,50,40,80,10,0.55,0.4,0.4,0.4,0.5,19,26,41,21,4,25,40,45,55,20,45,65,60,70,45,80,100,90,85,70,0.31,0.38,0.54,0.26,0.41,0.32,0.34,0.3,0.53,0.35,0.37,0.28,0.16,0.21,0.24,1,2,1,1,2,25,65,45,55,45,0.31,0.34,0.54,0.26,0.35,0.618,0.61,0.185,0.891,0.385,0.518,0.009,0.526,0.539,0.402,10,65,45,55,45,25,50,40,80,10,139796,70629,109546,60072,167177,3,6,5,6,5,1,1,1,1,1,3,6,5,6,5,2,1,1,1,1,3,6,5,6,5,1,1,1,1,1,3,6,5,7,5,1,1,1,1,1,3,6,5,7,5,4,1,1,1,1,3,6,5,7,5,1,1,1,1,1,5,7,6,8,7,1,1,1,1,1,5,7,6,8,7,1,1,1,1,1,5,7,6,8,7,1,1,1,1,1
68,1,Firefox,F,32,1,2,3,4,5,0,0,1,1,0,1,1,0,0,1,3,8,4,10,6,23,22,32,33,31,8,11,23,18,21,15,20,30,15,25,70,45,50,70,45,80,70,90,80,80,0.49,0.41,0.39,0.45,0.3,0.27,0.35,0.25,0.29,0.3,0.24,0.24,0.36,0.26,0.4,2,2,3,3,3,70,45,90,80,80,0.27,0.35,0.36,0.26,0.4,3,50,36,9,46,0,50,20,25,55,30,75,60,60,70,60,90,90,100,85,0.41,0.32,0.34,0.43,0.26,0.37,0.5,0.22,0.35,0.53,0.22,0.18,0.44,0.22,0.21,3,2,2,3,1,60,75,60,100,55,0.22,0.5,0.22,0.22,0.26,0.395,0.265,0.04,0.266,0.166,0.433,0.276,0.881,0.87,0.283,70,45,60,100,80,60,75,90,80,55,99599,70513,50738,64756,54400,8,6,5,9,9,1,1,1,1,1,9,8,8,9,9,1,2,1,1,1,8,6,7,8,9,1,2,1,1,1,9,8,9,7,2,1,1,1,1,4,9,7,9,9,5,1,1,1,1,6,9,9,9,9,3,1,1,1,1,6,9,6,7,7,5,1,1,1,1,4,8,5,9,9,6,1,1,1,1,6,9,7,9,9,4,1,1,1,1,3
69,1,Chrome,F,19,1,2,3,4,5,0,0,1,1,1,0,1,0,0,0,2,6,8,10,3,21,31,22,33,23,31,21,50,18,3,0,25,20,15,15,40,45,45,70,70,95,80,70,80,80,0.27,0.3,0.41,0.45,0.49,0.4,0.3,0.35,0.29,0.27,0.33,0.4,0.24,0.26,0.24,2,3,2,3,2,40,80,45,80,70,0.4,0.4,0.35,0.26,0.27,41,46,11,9,8,45,55,50,25,0,60,70,75,60,30,90,85,90,100,60,0.54,0.26,0.32,0.43,0.41,0.3,0.53,0.5,0.35,0.37,0.16,0.21,0.18,0.22,0.22,1,1,2,3,3,45,55,75,100,60,0.54,0.26,0.5,0.22,0.22,0.786,0.501,0.858,0.942,0.152,0.136,0.988,0.941,0.498,0.155,45,80,75,100,60,40,55,45,80,70,37619,51757,64497,47757,59046,5,9,8,9,9,2,1,2,1,1,8,9,9,9,9,7,1,4,1,1,1,8,1,8,9,2,1,2,1,1,7,5,6,9,8,1,2,2,1,1,9,6,8,9,9,2,8,2,1,2,7,1,5,9,9,1,6,2,1,2,7,6,7,9,8,1,2,2,1,1,8,8,8,9,9,2,3,4,1,2,7,1,5,9,9,1,2,2,1,2
70,1,Chrome,M,27,1,2,3,4,5,0,1,0,1,1,0,0,0,0,1,6,4,9,10,3,31,32,22,33,23,46,23,29,18,8,25,30,15,15,15,45,50,50,70,70,80,90,75,80,80,0.3,0.39,0.24,0.45,0.49,0.3,0.25,0.4,0.29,0.27,0.4,0.36,0.36,0.26,0.24,3,3,2,3,2,80,90,50,80,70,0.4,0.36,0.4,0.26,0.27,21,36,26,9,3,55,20,40,25,0,70,60,65,60,30,85,90,100,100,60,0.26,0.34,0.38,0.43,0.41,0.53,0.22,0.34,0.35,0.37,0.21,0.44,0.28,0.22,0.22,1,2,2,3,3,55,60,65,100,60,0.26,0.22,0.34,0.22,0.22,0.635,0.269,0.858,0.994,0.689,0.403,0.775,0.588,0.098,0.063,55,60,65,100,70,80,90,50,80,60,41071,47912,44502,45302,43025,8,8,9,9,9,1,1,1,1,1,7,9,9,9,9,1,1,1,1,1,6,5,5,8,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,7,5,5,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,5,5,8,9,1,1,1,1,1
